time,position 0,position 1,position 2
223.0,"(693.7928839268054, 765.3830338819864)","(288.50189391107915, 755.9631863966171)","(368.25852231915974, 222.18313961965816)"
224.0,"(694.0428797693842, 765.381592114553)","(288.6903652466611, 756.1274378978704)","(368.41021443615796, 221.9844199637592)"
225.0,"(694.2928756119629, 765.3801503471195)","(288.878836582243, 756.2916893991238)","(368.5619065531562, 221.78570030786022)"
226.0,"(694.5428714545417, 765.3787085796861)","(289.06730791782496, 756.4559409003772)","(368.7135986701544, 221.58698065196126)"
227.0,"(694.7928672971204, 765.3772668122526)","(289.2557792534069, 756.6201924016306)","(368.8652907871526, 221.3882609960623)"
228.0,"(695.0428631396992, 765.3758250448192)","(289.44425058898884, 756.7844439028839)","(369.01698290415084, 221.18954134016334)"
229.0,"(695.292858982278, 765.3743832773857)","(289.6327219245708, 756.9486954041372)","(369.16867502114906, 220.9908216842644)"
230.0,"(695.5428548248567, 765.3729415099523)","(289.8211932601527, 757.1129469053906)","(369.3203671381473, 220.79210202836543)"
231.0,"(695.7928506674355, 765.3714997425188)","(290.00966459573465, 757.277198406644)","(369.4720592551455, 220.59338237246646)"
232.0,"(696.0428465100142, 765.3700579750854)","(290.1981359313166, 757.4414499078972)","(369.6237513721437, 220.39466271656752)"
233.0,"(696.292842352593, 765.3686162076519)","(290.3866072668985, 757.6057014091506)","(369.77544348914194, 220.19594306066858)"
234.0,"(696.5428381951717, 765.3671744402185)","(290.57507860248046, 757.769952910404)","(369.92713560614015, 219.9972234047696)"
235.0,"(696.7928340377505, 765.365732672785)","(290.7635499380624, 757.9342044116572)","(370.0788277231384, 219.79850374887064)"
236.0,"(697.0428298803292, 765.3642909053516)","(290.95202127364433, 758.0984559129106)","(370.2305198401366, 219.59978409297167)"
237.0,"(697.292825722908, 765.3628491379181)","(291.14049260922627, 758.262707414164)","(370.3822119571348, 219.4010644370727)"
238.0,"(697.5428215654867, 765.3614073704847)","(291.3289639448082, 758.4269589154172)","(370.53390407413303, 219.20234478117376)"
239.0,"(697.7928174080655, 765.3599656030513)","(291.51743528039015, 758.5912104166706)","(370.68559619113125, 219.00362512527482)"
240.0,"(698.0428132506443, 765.3585238356178)","(291.7059066159721, 758.755461917924)","(370.8372883081295, 218.80490546937585)"
241.0,"(698.292809093223, 765.3570820681844)","(291.894377951554, 758.9197134191772)","(370.9889804251277, 218.60618581347688)"
242.0,"(698.5428049358018, 765.3556403007509)","(292.08284928713596, 759.0839649204306)","(371.1406725421259, 218.40746615757791)"
243.0,"(698.7928007783805, 765.3541985333175)","(292.2713206227179, 759.248216421684)","(371.29236465912413, 218.20874650167897)"
244.0,"(699.0427966209593, 765.352756765884)","(292.45979195829983, 759.4124679229373)","(371.44405677612235, 218.01002684578003)"
245.0,"(699.292792463538, 765.3513149984506)","(292.64826329388177, 759.5767194241906)","(371.5957488931206, 217.81130718988106)"
246.0,"(699.5427883061168, 765.3498732310171)","(292.8367346294637, 759.740970925444)","(371.7474410101188, 217.6125875339821)"
247.0,"(699.7927841486955, 765.3484314635837)","(293.02520596504564, 759.9052224266973)","(371.899133127117, 217.41386787808315)"
248.0,"(700.0427799912743, 765.3469896961502)","(293.2136773006276, 760.0694739279506)","(372.05082524411523, 217.2151482221842)"
249.0,"(700.292775833853, 765.3455479287168)","(293.4021486362095, 760.233725429204)","(372.20251736111345, 217.01642856628524)"
250.0,"(700.5427716764318, 765.3441061612833)","(293.5901378930285, 760.397556802058)","(372.35420947811167, 216.81770891038627)"
251.0,"(700.7927675190106, 765.3426643938499)","(293.77718720356336, 760.5605690180478)","(372.5059015951099, 216.61898925448733)"
252.0,"(701.0427633615893, 765.3412226264164)","(293.96330126754555, 760.7227661729576)","(372.6575937121081, 216.4202695985884)"
253.0,"(701.2927592041681, 765.339780858983)","(294.14848476120784, 760.8841523420928)","(372.80928582910633, 216.22154994268942)"
254.0,"(701.5427550467468, 765.3383390915495)","(294.3327423374018, 761.0447315803823)","(372.96097794610455, 216.02283028679045)"
255.0,"(701.7927508893256, 765.3368973241161)","(294.5160786257148, 761.2045079224804)","(373.11267006310277, 215.82411063089148)"
256.0,"(702.0427467319043, 765.3354555566826)","(294.6984982325862, 761.363485382868)","(373.264362180101, 215.6253909749925)"
257.0,"(702.2927425744831, 765.3340137892492)","(294.88000574142325, 761.5216679559537)","(373.4160542970992, 215.42667131909354)"
258.0,"(702.5427384170619, 765.3325720218157)","(295.06060571271615, 761.679059616174)","(373.5677464140974, 215.22795166319457)"
259.0,"(702.7927342596406, 765.3311302543823)","(295.2403026841526, 761.8356643180931)","(373.71943853109565, 215.0292320072956)"
260.0,"(703.0427301022194, 765.3296884869488)","(295.41910117073184, 761.9914859965027)","(373.87113064809387, 214.83051235139666)"
261.0,"(703.2927259447981, 765.3282467195154)","(295.59700566487817, 762.1465285665201)","(374.0228227650921, 214.63179269549772)"
262.0,"(703.5427217873769, 765.3268049520819)","(295.77402063655376, 762.3007959236876)","(374.1745148820903, 214.43307303959875)"
263.0,"(703.7927176299556, 765.3253631846485)","(295.950150533371, 762.4542919440692)","(374.3262069990885, 214.23435338369978)"
264.0,"(704.0427134725344, 765.323921417215)","(296.1253997807042, 762.6070204843488)","(374.47789911608675, 214.03563372780084)"
265.0,"(704.2927093151131, 765.3224796497816)","(296.29977278180064, 762.7589853819271)","(374.62959123308497, 213.8369140719019)"
266.0,"(704.5427051576919, 765.3210378823482)","(296.4732739178916, 762.9101904550175)","(374.7812833500832, 213.63819441600293)"
267.0,"(704.7927010002707, 765.3195961149147)","(296.64590754830215, 763.0606395027424)","(374.9329754670814, 213.43947476010396)"
268.0,"(705.0426968428494, 765.3181543474813)","(296.81767801056066, 763.2103363052287)","(375.0846675840796, 213.24075510420502)"
269.0,"(705.2926926854282, 765.3167125800478)","(296.98858962050787, 763.3592846237026)","(375.23635970107784, 213.04203544830608)"
270.0,"(705.5426885280069, 765.3152708126144)","(297.1586466724053, 763.5074882005841)","(375.38805181807606, 212.8433157924071)"
271.0,"(705.7926843705857, 765.3138290451809)","(297.3278534390433, 763.6549507595812)","(375.5397439350743, 212.64459613650814)"
272.0,"(706.0426802131644, 765.3123872777475)","(297.49621417184807, 763.8016760057833)","(375.6914360520725, 212.4458764806092)"
273.0,"(706.2926760557432, 765.310945510314)","(297.66373310098885, 763.9476676257543)","(375.8431281690707, 212.24715682471026)"
274.0,"(706.5426718983219, 765.3095037428806)","(297.83041443548393, 764.0929292876256)","(375.99482028606894, 212.0484371688113)"
275.0,"(706.7926677409007, 765.3080619754471)","(297.9962623633065, 764.2374646411874)","(376.14651240306716, 211.84971751291232)"
276.0,"(707.0426635834795, 765.3066202080137)","(298.16128105149, 764.3812773179815)","(376.2982045200654, 211.65099785701335)"
277.0,"(707.2926594260582, 765.3051784405802)","(298.3254746462325, 764.5243709313916)","(376.4498966370636, 211.45227820111438)"
278.0,"(707.542655268637, 765.3037366731468)","(298.48884727300134, 764.6667490767346)","(376.6015887540618, 211.2535585452154)"
279.0,"(707.7926511112157, 765.3022949057133)","(298.65140303663634, 764.808415331351)","(376.75328087106004, 211.05483888931647)"
280.0,"(708.0426469537945, 765.3008531382799)","(298.8131460214532, 764.9493732546941)","(376.90497298805826, 210.85611923341753)"
281.0,"(708.2926427963732, 765.2994113708464)","(298.9740802913459, 765.0896263884207)","(377.0566651050565, 210.65739957751856)"
282.0,"(708.542638638952, 765.297969603413)","(299.1342098898892, 765.2291782564786)","(377.2083572220547, 210.4586799216196)"
283.0,"(708.7926344815307, 765.2965278359795)","(299.29353884043974, 765.3680323651962)","(377.3600493390529, 210.25996026572062)"
284.0,"(709.0426303241095, 765.2950860685461)","(299.45207114623753, 765.5061922033702)","(377.51174145605114, 210.06124060982165)"
285.0,"(709.2926261666883, 765.2936443011126)","(299.60981079050634, 765.6436612423533)","(377.66343357304936, 209.8625209539227)"
286.0,"(709.542622009267, 765.2922025336792)","(299.7667617365538, 765.7804429361415)","(377.8151256900476, 209.66380129802377)"
287.0,"(709.7926178518458, 765.2907607662457)","(299.92292792787106, 765.9165407214608)","(377.9668178070458, 209.4650816421248)"
288.0,"(710.0426136944245, 765.2893189988123)","(300.0783132882317, 766.0519580178535)","(378.118509924044, 209.26636198622583)"
289.0,"(710.2926095370033, 765.2878772313788)","(300.23292172179055, 766.1866982277643)","(378.27020204104224, 209.06764233032686)"
290.0,"(710.542605379582, 765.2864354639454)","(300.3867571131816, 766.3207647366255)","(378.42189415804046, 208.8689226744279)"
291.0,"(710.7926012221608, 765.284993696512)","(300.5398233276157, 766.4541609129424)","(378.5735862750387, 208.67020301852895)"
292.0,"(711.0425970647395, 765.2835519290785)","(300.6921242109776, 766.5868901083777)","(378.7252783920369, 208.47148336263)"
293.0,"(711.2925929073183, 765.282110161645)","(300.84366358992276, 766.7189556578359)","(378.8769705090351, 208.27276370673104)"
294.0,"(711.542588749897, 765.2806683942116)","(300.9944452719731, 766.8503608795467)","(379.02866262603334, 208.07404405083207)"
295.0,"(711.7925845924758, 765.2792266267782)","(301.14447304561327, 766.9811090751489)","(379.18035474303156, 207.8753243949331)"
296.0,"(712.0425804350546, 765.2777848593447)","(301.2937506803852, 767.1112035297731)","(379.3320468600298, 207.67660473903416)"
297.0,"(712.2925762776333, 765.2763430919113)","(301.44228192698324, 767.2406475121243)","(379.483738977028, 207.47788508313522)"
298.0,"(712.5425721202121, 765.2749013244778)","(301.59007051734835, 767.3694442745636)","(379.6354310940262, 207.27916542723625)"
299.0,"(712.7925679627908, 765.2734595570444)","(301.7371201647616, 767.4975970531908)","(379.78712321102444, 207.08044577133728)"
300.0,"(713.0425638053696, 765.2720177896109)","(301.88343456393784, 767.6251090679249)","(379.93881532802266, 206.88172611543834)"
301.0,"(713.2925596479483, 765.2705760221775)","(302.02901739111815, 767.7519835225853)","(380.0905074450209, 206.6830064595394)"
302.0,"(713.5425554905271, 765.269134254744)","(302.17387230416256, 767.8782236049724)","(380.2421995620191, 206.48428680364043)"
303.0,"(713.7925513331058, 765.2676924873106)","(302.3180029426417, 768.0038324869475)","(380.3938916790173, 206.28556714774146)"
304.0,"(714.0425471756846, 765.2662507198771)","(302.4614129279285, 768.1288133245129)","(380.54558379601553, 206.0868474918425)"
305.0,"(714.2925430182634, 765.2648089524437)","(302.60410586328885, 768.2531692578902)","(380.69727591301375, 205.88812783594352)"
306.0,"(714.5425388608421, 765.2633671850102)","(302.7460853339724, 768.3769034116008)","(380.848968030012, 205.68940818004455)"
307.0,"(714.7925347034209, 765.2619254175768)","(302.88735490730255, 768.5000188945428)","(381.0006601470102, 205.4906885241456)"
308.0,"(715.0425305459996, 765.2604836501433)","(303.02791813276605, 768.6225188000701)","(381.1523522640084, 205.29196886824667)"
309.0,"(715.2925263885784, 765.2590418827099)","(303.1677785421022, 768.7444062060698)","(381.30404438100663, 205.0932492123477)"
310.0,"(715.5425222311571, 765.2576001152764)","(303.3069396493917, 768.8656841750395)","(381.45573649800485, 204.89452955644873)"
311.0,"(715.7925180737359, 765.256158347843)","(303.4454049511448, 768.9863557541643)","(381.6074286150031, 204.6958099005498)"
312.0,"(716.0425139163146, 765.2547165804095)","(303.58317792638906, 769.1064239753935)","(381.7591207320013, 204.49709024465085)"
313.0,"(716.2925097588934, 765.2532748129761)","(303.7202620367571, 769.2258918555165)","(381.9108128489995, 204.29837058875188)"
314.0,"(716.5425056014722, 765.2518330455426)","(303.8566607265733, 769.3447623962389)","(382.06250496599773, 204.0996509328529)"
315.0,"(716.7925014440509, 765.2503912781092)","(303.9923774229404, 769.4630385842578)","(382.21419708299595, 203.90093127695397)"
316.0,"(717.0424972866297, 765.2489495106757)","(304.1274155358257, 769.5807233913365)","(382.36588919999417, 203.70221162105503)"
317.0,"(717.2924931292084, 765.2475077432423)","(304.2617784581466, 769.6978197743798)","(382.5175813169924, 203.50349196515606)"
318.0,"(717.5424889717872, 765.2460659758088)","(304.3954695658558, 769.8143306755079)","(382.6692734339906, 203.3047723092571)"
319.0,"(717.7924848143659, 765.2446242083754)","(304.52849221802654, 769.9302590221304)","(382.82096555098883, 203.10605265335812)"
320.0,"(718.0424806569447, 765.243182440942)","(304.6608497569364, 770.0456077270197)","(382.97265766798705, 202.90733299745915)"
321.0,"(718.2924764995234, 765.2417406735085)","(304.7925455081517, 770.1603796883846)","(383.12434978498527, 202.70861334156018)"
322.0,"(718.5424723421022, 765.240298906075)","(304.92358278061096, 770.2745777899427)","(383.2760419019835, 202.50989368566124)"
323.0,"(718.792468184681, 765.2388571386416)","(305.05396486670793, 770.388204900993)","(383.4277340189817, 202.3111740297623)"
324.0,"(719.0424640272597, 765.2374153712082)","(305.1836950423744, 770.501263876488)","(383.57942613597993, 202.11245437386333)"
325.0,"(719.2924598698385, 765.2359736037747)","(305.31277656716253, 770.6137575571056)","(383.73111825297815, 201.91373471796436)"
326.0,"(719.5424557124172, 765.2345318363413)","(305.44121268432673, 770.7256887693201)","(383.88281036997637, 201.71501506206542)"
327.0,"(719.792451554996, 765.2330900689078)","(305.5690066209051, 770.8370603254734)","(384.0345024869746, 201.51629540616648)"
328.0,"(720.0424473975747, 765.2316483014744)","(305.6961615878006, 770.9478750238461)","(384.1861946039728, 201.3175757502675)"
329.0,"(720.2924432401535, 765.2302065340409)","(305.82268077986157, 771.0581356487269)","(384.337886720971, 201.11885609436854)"
330.0,"(720.5424390827322, 765.2287647666075)","(305.9485673759623, 771.1678449704832)","(384.48957883796925, 200.9201364384696)"
331.0,"(720.792434925311, 765.227322999174)","(306.07382453908247, 771.2770057456307)","(384.64127095496747, 200.72141678257066)"
332.0,"(721.0424307678898, 765.2258812317406)","(306.19845541638705, 771.3856207169026)","(384.7929630719657, 200.5226971266717)"
333.0,"(721.2924266104685, 765.2244394643071)","(306.3224631393051, 771.4936926133181)","(384.9446551889639, 200.32397747077272)"
334.0,"(721.5424224530473, 765.2229976968737)","(306.44585082360857, 771.6012241502515)","(385.0963473059621, 200.12525781487375)"
335.0,"(721.792418295626, 765.2215559294402)","(306.5686215694905, 771.7082180295002)","(385.24803942296035, 199.92653815897478)"
336.0,"(722.0424141382048, 765.2201141620068)","(306.69077846164305, 771.8146769393527)","(385.39973153995857, 199.7278185030758)"
337.0,"(722.2924099807835, 765.2186723945733)","(306.8123245693348, 771.9206035546559)","(385.5514236569568, 199.52909884717684)"
338.0,"(722.5424058233623, 765.2172306271399)","(306.9332629464881, 772.0260005368826)","(385.703115773955, 199.3303791912779)"
339.0,"(722.792401665941, 765.2157888597064)","(307.0535966317557, 772.1308705341983)","(385.8548078909532, 199.13165953537896)"
340.0,"(723.0423975085198, 765.214347092273)","(307.1733286485969, 772.2352161815272)","(386.00650000795144, 198.93293987948)"
341.0,"(723.2923933510986, 765.2129053248395)","(307.2924620053539, 772.3390401006196)","(386.15819212494966, 198.73422022358102)"
342.0,"(723.5423891936773, 765.2114635574061)","(307.4109996953271, 772.4423449001165)","(386.3098842419479, 198.53550056768208)"
343.0,"(723.7923850362561, 765.2100217899726)","(307.5289446968505, 772.5451331756159)","(386.4615763589461, 198.33678091178314)"
344.0,"(724.0423808788348, 765.2085800225392)","(307.64629997336624, 772.6474075097378)","(386.6132684759443, 198.13806125588417)"
345.0,"(724.2923767214136, 765.2071382551057)","(307.7630684734994, 772.7491704721891)","(386.76496059294254, 197.9393415999852)"
346.0,"(724.5423725639923, 765.2056964876723)","(307.8792531311319, 772.8504246198282)","(386.91665270994076, 197.74062194408623)"
347.0,"(724.7923684065711, 765.2042547202389)","(307.99485686547627, 772.9511724967291)","(387.068344826939, 197.5419022881873)"
