time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9,position 10,position 11,position 12,position 13,position 14,position 15,position 16,position 17,position 18,position 19,position 20,position 21,position 22,position 23,position 24,position 25,position 26,position 27,position 28,position 29,position 30,position 31,position 32,position 33,position 34,position 35,position 36,position 37,position 38,position 39,position 40,position 41,position 42,position 43,position 44,position 45,position 46,position 47,position 48,position 49
2368.0,"(395.8751669709737, 372.09937908733485)","(552.8634572436839, 97.9613496748471)","(185.01678427690683, 159.03613259400228)","(210.07895358404903, 348.73938110126744)","(367.12594751153586, 323.6998099003845)","(158.72129062208353, 254.252758046686)","(307.1665957828111, 287.6704659211711)","(110.67941570969178, 166.79716787453623)","(657.0335135740391, 75.16034116579532)","(372.011470408748, 380.95838798115625)","(555.6222750807076, 405.07281467335446)","(418.3854906501167, 336.7064626709851)","(304.55573117605087, 333.5434457968685)","(269.86598336241684, 326.96480342874776)","(318.4078113985091, 74.35816469872805)","(323.8131798802363, 205.84426439542034)","(225.2348577959434, 134.50889564839952)","(318.5058970525808, 240.79163488012722)","(445.7478448804538, 114.87898445964477)","(430.03982943511375, 254.99663858183143)","(135.28457394951374, 481.18078861210273)","(43.82812383178856, 338.8880302828175)","(236.79119157048123, 227.22027415891475)","(562.5274162077562, 377.8009316568835)","(460.9807772969655, 320.5631540577317)","(102.6949302310801, 84.78012986173803)","(475.69669126598467, 172.1647792697152)","(715.0493987041597, 315.0328449127279)","(646.4378717430519, 175.3176929491558)","(616.5814025797602, 162.1758637407393)","(312.01983273552787, 367.1891787835002)","(157.1085195494115, 437.19187015882477)","(382.9704935282008, 77.03878275216408)","(306.36878818879313, 306.68274676378803)","(453.47554964931953, 244.65086157017362)","(193.32890157952303, 250.31115921403716)","(530.2521311388927, 209.35056913474244)","(425.175195743344, 298.62252448346834)","(141.34254631643563, 396.25415584054434)","(283.92058919597764, 169.0366694826499)","(436.17067976226485, 176.55627519046345)","(401.5848269944326, 423.2785915597663)","(329.3644193454586, 366.5744045891344)","(226.19480224131004, 305.92092612297273)","(237.55121672069217, 166.39839876395868)","(456.4690954567359, 367.9645285822771)","(523.7114076650238, 414.42241113014853)","(426.5441306484248, 365.622955184072)","(377.0502403704164, 422.06154862408516)","(206.3294133673292, 121.53748413559855)"
2369.0,"(396.06044857335763, 372.26722046428955)","(552.9443608415229, 97.72480241137379)","(184.9967003555223, 159.01095193103228)","(210.1235588161288, 348.6456841957611)","(367.1603177739782, 323.69131085088253)","(158.61034950457142, 254.47679391088005)","(306.9628824710424, 287.52554909465255)","(110.67581877657277, 167.04714199734124)","(656.78356103007, 75.16521207570386)","(371.77396143589215, 381.03642315151524)","(555.3782695032265, 405.01839704608034)","(418.57711242049845, 336.5458977398333)","(304.6729525201706, 333.48072856788417)","(269.8149469237766, 327.2095385548145)","(318.5142586417215, 74.5843703229121)","(323.68411398083515, 205.73004307344323)","(225.22688852128266, 134.75876859743838)","(318.43506270551194, 240.551879806614)","(445.9919867853051, 114.82518176179809)","(430.28715981991803, 255.03307593564008)","(135.03680618628812, 481.21412231136003)","(43.82195577374721, 339.13795418135464)","(236.86723561262883, 226.99417278812018)","(562.6918211338121, 377.6125941399397)","(460.74962552653506, 320.6583846149435)","(102.46870369495268, 84.67372706876816)","(475.9061161204652, 172.30131216071882)","(715.2986240578025, 315.05251018927396)","(646.4456823843367, 175.30610448441)","(616.3510811463702, 162.27308532950033)","(312.00973357185023, 367.2082328895827)","(157.32838505312625, 437.0728778890075)","(383.0156410605598, 76.96858883840326)","(306.57336291519636, 306.53904853374655)","(453.5416229507891, 244.40975097556418)","(193.35364763064152, 250.21426941604975)","(530.3558704831981, 209.28381628906874)","(425.36699397256996, 298.46217037760954)","(141.32583358485346, 396.26288506134165)","(283.93598624999777, 169.02148613523664)","(436.3200557933059, 176.35580873104834)","(401.3621201195449, 423.3921769808279)","(329.59825827406286, 366.6628317086692)","(226.1988282301035, 305.9213214923579)","(237.4994633870605, 166.153814233667)","(456.3546113770926, 368.1867748319828)","(523.9505889452279, 414.49515943047186)","(426.38228020204065, 365.4324179619729)","(376.8057472541626, 422.1137321090637)","(206.56360506406025, 121.62497270160713)"
2370.0,"(396.2457301757415, 372.43506184124425)","(553.0252644393619, 97.48825514790047)","(184.9767168537447, 158.98589717137713)","(210.16794102204815, 348.5524557747823)","(367.1945161851083, 323.68285429662814)","(158.4994083870593, 254.70082977507408)","(306.7591691592737, 287.3806322681339)","(110.67222184345376, 167.29711612014626)","(656.5336084861009, 75.17008298561241)","(371.5364524630363, 381.1144583218742)","(555.1342639257455, 404.9639794188062)","(418.7687341908802, 336.38533280868154)","(304.78958775756973, 333.4183249250448)","(269.7639104851363, 327.4542736808813)","(318.62070588493384, 74.81057594709614)","(323.555693410931, 205.616392858076)","(225.2189192466219, 135.00864154647724)","(318.3642283584431, 240.3121247331008)","(446.23612869015636, 114.77137906395141)","(430.5344902047223, 255.06951328944874)","(134.7890384230625, 481.2474560106174)","(43.815787715705866, 339.3878780798918)","(236.94289943456567, 226.76920192417958)","(562.856226059868, 377.42425662299587)","(460.5184737561046, 320.75361517215526)","(102.24247715882527, 84.56732427579828)","(476.1155409749457, 172.43784505172243)","(715.5478494114453, 315.07217546582)","(646.453453972415, 175.29457396198796)","(616.1207597129803, 162.37030691826138)","(311.999684903991, 367.2271917251348)","(157.548250556841, 436.9538856191902)","(383.060562855257, 76.89874589421125)","(306.7779376415996, 306.3953503037051)","(453.6076962522587, 244.16864038095474)","(193.39076670731922, 250.06893471906864)","(530.4590911307821, 209.2173972076234)","(425.55879220179594, 298.30181627175074)","(141.3092044169292, 396.27157063603494)","(283.95130631874775, 169.00637870456046)","(436.469431824347, 176.15534227163323)","(401.1394132446572, 423.5057624018895)","(329.8320972026671, 366.751258828204)","(226.20283408895298, 305.9217148848961)","(237.44771005342884, 165.9092297033753)","(456.2401272974494, 368.4090210816885)","(524.189770225432, 414.5679077307952)","(426.2204297556565, 365.24188073987375)","(376.5612541379088, 422.1659155940422)","(206.7977967607913, 121.71246126761572)"
2371.0,"(396.4310117781255, 372.60290321819895)","(553.1061680372009, 97.25170788442716)","(184.956833269476, 158.96096768552025)","(210.21210131693792, 348.45969349590837)","(367.22854360418273, 323.674440025145)","(158.3884672695472, 254.92486563926812)","(306.555455847505, 287.23571544161535)","(110.66862491033474, 167.54709024295127)","(656.2836559421318, 75.17495389552096)","(371.2989434901805, 381.1924934922332)","(554.8902583482644, 404.9095617915321)","(418.96035596126194, 336.22476787752976)","(304.9056398187819, 333.35623330041955)","(269.71287404649604, 327.69900880694803)","(318.7271531281462, 75.03678157128019)","(323.4279149438763, 205.50331089378562)","(225.21094997196116, 135.2585144955161)","(318.29339401137423, 240.0723696595876)","(446.48027059500765, 114.71757636610474)","(430.7818205895266, 255.1059506432574)","(134.54127065983687, 481.2807897098747)","(43.80961965766452, 339.6378019784289)","(237.01818493739285, 226.54535591455868)","(563.020630985924, 377.23591910605205)","(460.2873219856741, 320.84884572936704)","(102.01625062269785, 84.46092148282841)","(476.3249658294262, 172.57437794272604)","(715.7970747650882, 315.09184074236606)","(646.4611867025529, 175.28310109217801)","(615.8904382795904, 162.46752850702242)","(311.98968647947106, 367.24605576650913)","(157.76811606055574, 436.8348933493729)","(383.0725014163953, 76.86648095294649)","(306.9825123680028, 306.2516520736636)","(453.6737695537282, 243.9275297863453)","(193.44025880955616, 249.8751551230938)","(530.5617956751282, 209.15131022158528)","(425.7505904310219, 298.14146216589194)","(141.29265839484455, 396.2802127828548)","(283.966549787154, 168.99134681103766)","(436.618807855388, 175.95487581221812)","(400.9167063697695, 423.6193478229511)","(330.06593613127137, 366.8396859477388)","(226.20681991850822, 305.92210631047163)","(237.39595671979717, 165.6646451730836)","(456.1256432178062, 368.63126733139416)","(524.4289515056361, 414.6406560311185)","(426.0585793092723, 365.0513435177746)","(376.316761021655, 422.2180990790207)","(207.03198845752235, 121.79994983362431)"
2372.0,"(396.61629338050943, 372.77074459515364)","(553.1870716350398, 97.01516062095385)","(184.9370491031286, 158.93616284709265)","(210.25604081035323, 348.3673950284288)","(367.2624008861618, 323.66606782501924)","(158.27752615203508, 255.14890150346216)","(306.3517425357363, 287.0907986150968)","(110.66502797721573, 167.79706436575628)","(656.0337033981626, 75.1798248054295)","(371.06143451732464, 381.2705286625922)","(554.6462527707833, 404.855144164258)","(419.1519777316437, 336.064202946378)","(305.021111619688, 333.29445213391745)","(269.6618376078558, 327.9437439330148)","(318.83360037135856, 75.26298719546423)","(323.30077536915695, 205.3907943393167)","(225.2029806973004, 135.50838744455496)","(318.2225596643054, 239.83261458607438)","(446.72441249985894, 114.66377366825806)","(431.0291509743309, 255.14238799706604)","(134.29350289661127, 481.31412340913204)","(43.80345159962317, 339.88772587696604)","(237.09309401270588, 226.3226291349859)","(563.1850359119799, 377.04758158910823)","(460.05617021524364, 320.9440762865788)","(101.79002408657044, 84.35451868985854)","(476.53439068390674, 172.71091083372966)","(716.046300118731, 315.1115060189121)","(646.4688807690402, 175.27168558671713)","(615.6601168462005, 162.56475009578347)","(311.9797380470737, 367.2648254876766)","(157.98798156427048, 436.71590107955564)","(383.051458024649, 76.8717951386529)","(307.187087094406, 306.1079538436221)","(453.7398428551978, 243.68641919173587)","(193.50212393735234, 249.63293062812528)","(530.6639866967525, 209.08555367047734)","(425.9423886602479, 297.98110806003314)","(141.27619510287033, 396.2888117189405)","(283.9817170382182, 168.97639007698248)","(436.7681838864291, 175.754409352803)","(400.6939994948818, 423.7329332440127)","(330.2997750598756, 366.9281130672736)","(226.21078581891567, 305.92249577891926)","(237.3442033861655, 165.42006064279192)","(456.01115913816295, 368.85351358109983)","(524.6681327858402, 414.71340433144184)","(425.89672886288815, 364.8608062956755)","(376.0722679054012, 422.2702825639992)","(207.2661801542534, 121.8874383996329)"
2373.0,"(396.8015749828934, 372.93858597210834)","(553.2679752328788, 96.77861335748054)","(184.91736385761297, 158.91148203285718)","(210.29976060630145, 348.27555805328666)","(367.296088881731, 323.65773748589413)","(158.16658503452297, 255.3729373676562)","(306.1480292239676, 286.94588178857816)","(110.66143104409672, 168.0470384885613)","(655.7837508541935, 75.18469571533805)","(370.8239255444688, 381.3485638329512)","(554.4022471933023, 404.80072653698386)","(419.3435995020254, 335.9036380152262)","(305.13600606158957, 333.23297987324787)","(269.6108011692155, 328.18847905908154)","(318.9400476145709, 75.48919281964828)","(323.17427149231116, 205.27884036762012)","(225.19501142263965, 135.75826039359382)","(318.1517253172365, 239.59285951256118)","(446.96855440471023, 114.60997097041138)","(431.2764813591352, 255.1788253508747)","(134.04573513338568, 481.34745710838934)","(43.79728354158183, 340.1376497755032)","(237.16762854264235, 226.10101598931098)","(563.3494408380358, 376.8592440721644)","(459.82501844481317, 321.0393068437906)","(101.56379755044303, 84.24811589688866)","(476.74381553838725, 172.84744372473327)","(716.2955254723738, 315.13117129545816)","(646.476536365195, 175.26032715878355)","(615.4297954128106, 162.6619716845445)","(311.9698393568383, 367.28350136023823)","(158.20784706798523, 436.59690880973835)","(382.99743396068226, 76.91468957528834)","(307.39166182080925, 305.96425561358063)","(453.80591615666737, 243.44530859712643)","(193.56398906514852, 249.39070613315675)","(530.7656667632688, 209.02012590212496)","(426.1341868894739, 297.82075395417434)","(141.25981412735598, 396.2973676603458)","(283.99680845302714, 168.96150812659758)","(436.91755991747016, 175.5539428933879)","(400.4712926199941, 423.8465186650743)","(330.5336139884799, 367.0165401868084)","(226.21473188982108, 305.92288330002464)","(237.29245005253384, 165.17547611250023)","(455.8966750585197, 369.0757598308055)","(524.9073140660443, 414.78615263176516)","(425.734878416504, 364.6702690735764)","(375.8277747891474, 422.32246604897773)","(207.50037185098444, 121.97492696564149)"
2374.0,"(396.9868565852773, 373.10642734906304)","(553.3488788307178, 96.54206609400723)","(184.8977770383249, 158.8869246226929)","(210.34326180326994, 348.1841802630202)","(367.32960843732235, 323.6494487984647)","(158.05564391701085, 255.59697323185023)","(305.94431591219893, 286.8009649620596)","(110.6578341109777, 168.2970126113663)","(655.5337983102244, 75.1895666252466)","(370.586416571613, 381.4265990033102)","(554.1582416158212, 404.74630890970974)","(419.53522127240717, 335.7430730840744)","(305.25032603128165, 333.1718149738816)","(269.55976473057524, 328.4332141851483)","(319.0464948577833, 75.71539844383233)","(323.0484001348496, 205.16744616578202)","(225.1870421479789, 136.00813334263268)","(318.0808909701677, 239.35310443904797)","(447.2126963095615, 114.5561682725647)","(431.52381174393946, 255.21526270468334)","(133.79796737016008, 481.3807908076467)","(43.79111548354048, 340.3875736740403)","(237.24179039992913, 225.88051090936443)","(563.5138457640917, 376.6709065552206)","(459.5938666743827, 321.1345374010024)","(101.33757101431561, 84.14171310391879)","(476.95324039286777, 172.98397661573688)","(716.5447508260166, 315.1508365720042)","(646.484153683369, 175.24902552298963)","(615.1994739794206, 162.75919327330556)","(311.9599901600541, 367.30208385343707)","(158.42771257169997, 436.47791653992107)","(382.9104305055035, 76.99516538703544)","(307.59623654721247, 305.82055738353915)","(453.87198945813697, 243.204198002517)","(193.6258541929447, 249.14848163818823)","(530.8668384294524, 208.95502527261434)","(426.32598511869986, 297.66039984831554)","(141.2435150567192, 396.30588082204406)","(284.011824410762, 168.94670058596458)","(437.0669359485112, 175.3534764339728)","(400.24858574510637, 423.9601040861359)","(330.76745291708414, 367.1049673063432)","(226.21865823037197, 305.9232688835245)","(237.24069671890217, 164.93089158220855)","(455.7821909788765, 369.2980060805112)","(525.1464953462483, 414.8589009320885)","(425.5730279701198, 364.47973185147725)","(375.5832816728936, 422.37464953395624)","(207.73456354771548, 122.06241553165007)"
2375.0,"(397.17213818766123, 373.27426872601774)","(553.4297824285568, 96.30551883053391)","(184.87828815313327, 158.86248999957942)","(210.3865454942536, 348.0932593617051)","(367.36296039513576, 323.64120155447233)","(157.94470279949874, 255.82100909604426)","(305.74060260043024, 286.656048135541)","(110.65423717785869, 168.54698673417133)","(655.2838457662552, 75.19443753515515)","(370.34890759875714, 381.50463417366916)","(553.9142360383402, 404.6918912824356)","(419.7268430427889, 335.5825081529226)","(305.36407440112527, 333.1109558990122)","(269.508728291935, 328.67794931121506)","(319.15294210099563, 75.94160406801637)","(322.92315813417537, 205.05660893495312)","(225.17907287331815, 136.25800629167153)","(318.0100566230988, 239.11334936553476)","(447.4568382144128, 114.50236557471803)","(431.77114212874375, 255.251700058492)","(133.55019960693448, 481.414124506904)","(43.78494742549913, 340.63749757257744)","(237.31558144792947, 225.6611083548176)","(563.6782506901476, 376.4825690382768)","(459.3627149039522, 321.22976795821415)","(101.1113444781882, 84.03531031094892)","(477.1626652473483, 173.1205095067405)","(716.7939761796595, 315.17050184855026)","(646.4917329149521, 175.23778039537467)","(614.9691525460307, 162.8564148620666)","(311.95019020925383, 367.3205734341699)","(158.6475780754147, 436.3589242701038)","(382.79044894081983, 77.11322369861269)","(307.8008112736157, 305.6768591534977)","(453.9380627596065, 242.96308740790755)","(193.68771932074088, 248.9062571432197)","(530.9675042373051, 208.89025014625128)","(426.51778334792584, 297.50004574245673)","(141.22729748143558, 396.31435141793384)","(284.0267652887082, 168.93196708303475)","(437.21631197955224, 175.15300997455768)","(400.02587887021866, 424.0736895071975)","(331.0012918456884, 367.193394425878)","(226.22256493922012, 305.92365253910685)","(237.1889433852705, 164.68630705191686)","(455.6677068992333, 369.52025233021686)","(525.3856766264524, 414.9316492324118)","(425.41117752373566, 364.28919462937813)","(375.33878855663977, 422.42683301893476)","(207.96875524444653, 122.14990409765866)"
2376.0,"(397.3574197900452, 373.44211010297244)","(553.5106860263958, 96.0689715670606)","(184.8588967123676, 158.83817754958153)","(210.42961276678233, 348.0027930648966)","(367.3961455931601, 323.6329955467)","(157.83376168198663, 256.0450449602383)","(305.53688928866154, 286.51113130902246)","(110.65064024473968, 168.79696085697634)","(655.0338932222861, 75.19930844506369)","(370.1113986259013, 381.58266934402815)","(553.6702304608591, 404.6374736551615)","(419.91846481317066, 335.42194322177085)","(305.47725402911965, 333.0504011195171)","(269.4576918532947, 328.9226844372818)","(319.259389344208, 76.16780969220042)","(322.7985423435045, 204.94632589027836)","(225.1711035986574, 136.5078792407104)","(317.93922227602997, 238.87359429202155)","(447.7009801192641, 114.44856287687135)","(432.01847251354803, 255.28813741230064)","(133.30243184370886, 481.44745820616134)","(43.77877936745779, 340.8874214711146)","(237.38900354068983, 225.4428028130435)","(563.8426556162035, 376.29423152133296)","(459.13156313352175, 321.32499851542593)","(100.88511794206079, 83.92890751797904)","(477.3720901018288, 173.2570423977441)","(717.0432015333023, 315.1901671250963)","(646.4992742503773, 175.2265914933978)","(614.7388311126408, 162.95363645082764)","(311.94043925820756, 367.338970566999)","(158.86744357912946, 436.2399320002865)","(382.63749054939257, 77.26886563558614)","(308.0053860000189, 305.5331609234562)","(454.0041360610761, 242.7219768132981)","(193.74958444853706, 248.66403264825118)","(531.0676667161185, 208.82579889552002)","(426.7095815771518, 297.33969163659793)","(141.2111609940284, 396.32277966084416)","(284.04163146226466, 168.91730724761956)","(437.3656880105933, 174.95254351514257)","(399.80317199533096, 424.1872749282591)","(331.23513077429266, 367.2818215454128)","(226.22645211452402, 305.9240342764113)","(237.13719005163884, 164.44172252162517)","(455.55322281959, 369.74249857992254)","(525.6248579066565, 415.00439753273514)","(425.2493270773515, 364.098657407279)","(375.09429544038596, 422.4790165039133)","(208.20294694117757, 122.23739266366725)"
2377.0,"(397.5427013924291, 373.60995147992713)","(553.5915896242348, 95.83242430358729)","(184.83960222880575, 158.8139866618336)","(210.47246470294843, 347.9127790995721)","(367.4291648651943, 323.6248305689665)","(157.72282056447452, 256.2690808244323)","(305.33317597689285, 286.3662144825039)","(110.64704331162066, 169.04693497978135)","(654.783940678317, 75.20417935497224)","(369.87388965304547, 381.66070451438713)","(553.426224883378, 404.5830560278874)","(420.1100865835524, 335.26137829061906)","(305.58986775897404, 332.99014911391953)","(269.40665541465444, 329.1674195633486)","(319.36583658742035, 76.39401531638447)","(322.674549631787, 204.83659426082696)","(225.16313432399664, 136.75775218974925)","(317.8683879289611, 238.63383921850834)","(447.9451220241154, 114.39476017902467)","(432.2658028983523, 255.3245747661093)","(133.05466408048326, 481.48079190541864)","(43.77261130941644, 341.1373453696517)","(237.46205852298638, 225.2255887989783)","(564.0070605422594, 376.10589400438914)","(458.9004113630913, 321.4202290726377)","(100.65889140593337, 83.82250472500917)","(477.5815149563093, 173.3935752887477)","(717.2924268869451, 315.20983240164236)","(646.5067778791255, 175.2154585359308)","(614.5085096792509, 163.0508580395887)","(311.93073706191655, 367.357275714164)","(159.0873090828442, 436.1209397304692)","(382.4635447155467, 77.4484285685307)","(308.20996072642214, 305.3894626934147)","(454.0702093625457, 242.48086621868867)","(193.81144957633325, 248.42180815328265)","(531.1673283825379, 208.7616699010424)","(426.9013798063778, 297.17933753073913)","(141.19510518905827, 396.33116576253997)","(284.05642330495334, 168.90272071138148)","(437.51506404163433, 174.75207705572745)","(399.58046512044325, 424.3008603493207)","(331.4689697028969, 367.3702486649476)","(226.2303198539514, 305.92441410502926)","(237.08543671800717, 164.19713799133348)","(455.4387387399468, 369.9647448296282)","(525.8640391868606, 415.07714583305847)","(425.08747663096733, 363.9081201851799)","(374.84980232413216, 422.5311999888918)","(208.43713863790862, 122.32488122967584)"
2378.0,"(397.72798299481303, 373.77779285688183)","(553.6724932220737, 95.59587704011398)","(184.82040421766172, 158.78991672852445)","(210.5151023794337, 347.82321520407424)","(367.4620190408683, 323.61670641612164)","(157.6118794469624, 256.49311668862634)","(305.12946266512415, 286.2212976559853)","(110.64344637850165, 169.29690910258637)","(654.5339881343479, 75.20905026488079)","(369.63638068018963, 381.7387396847461)","(553.182219305897, 404.52863840061326)","(420.30170835393415, 335.1008133594673)","(305.70191842017914, 332.9301983683499)","(269.35561897601417, 329.41215468941533)","(319.4722838306327, 76.62022094056852)","(322.55117688362805, 204.72741128952282)","(225.1551650493359, 137.00762513878811)","(317.79755358189226, 238.39408414499513)","(448.1892639289667, 114.340957481178)","(432.5131332831566, 255.36101211991794)","(132.80689631725767, 481.514125604676)","(43.766443251375094, 341.38726926818885)","(237.53474823037146, 225.0094608549834)","(564.1714654683153, 375.9175564874453)","(458.6692595926608, 321.5154596298495)","(100.43266486980596, 83.7161019320393)","(477.79093981078984, 173.53010817975132)","(717.541652240588, 315.2294976781884)","(646.5142439897298, 175.20438124325113)","(614.278188245861, 163.14807962834973)","(311.921083376607, 367.3754893355932)","(159.30717458655894, 436.00194746065193)","(382.2895988817008, 77.62799150147526)","(308.41453545282536, 305.24576446337323)","(454.13628266401525, 242.23975562407924)","(193.87331470412943, 248.17958365831413)","(531.2664917406253, 208.6978615515372)","(427.0931780356038, 297.01898342488033)","(141.17912966311297, 396.33950993372724)","(284.07114118842856, 168.88820710782457)","(437.6644400726754, 174.55161059631234)","(399.5359237454657, 424.32357743353305)","(331.70280863150117, 367.4586757844824)","(226.23416825468166, 305.9247920345041)","(237.0336833843755, 163.9525534610418)","(455.3242546603036, 370.1869910793339)","(526.1032204670647, 415.1498941333818)","(424.92562618458317, 363.71758296308076)","(374.60530920787835, 422.5833834738703)","(208.67133033463966, 122.41236979568443)"
2379.0,"(397.913264597197, 373.94563423383653)","(553.7533968199127, 95.35932977664066)","(184.8013021965734, 158.7659671448818)","(210.55752686753652, 347.73409912805386)","(367.49470894566394, 323.60862288404104)","(157.5009383294503, 256.7171525528204)","(304.92574935335546, 286.07638082946676)","(110.63984944538264, 169.54688322539138)","(654.2840355903787, 75.21392117478933)","(369.3988717073338, 381.8167748551051)","(552.9382137284159, 404.47422077333914)","(420.4933301243159, 334.9402484283155)","(305.81340882807825, 332.87054737650817)","(269.3045825373739, 329.6568898154821)","(319.57873107384506, 76.84642656475256)","(322.4284209992099, 204.61877423307521)","(225.14719577467514, 137.25749808782697)","(317.7267192348234, 238.15432907148192)","(448.433405833818, 114.28715478333132)","(432.7604636679609, 255.3974494737266)","(132.55912855403204, 481.5474593039333)","(43.76027519333375, 341.637193166726)","(237.6070744892196, 224.79441355070847)","(564.3358703943712, 375.7292189705015)","(458.43810782223034, 321.61069018706127)","(100.20643833367855, 83.60969913906942)","(478.00036466527035, 173.66664107075493)","(717.7908775942308, 315.24916295473446)","(646.5216727697812, 175.19335933703488)","(614.047866812471, 163.24530121711078)","(311.9114779597239, 367.39361188891525)","(159.5270400902737, 435.88295519083465)","(382.1156530478549, 77.80755443441983)","(308.6191101792286, 305.10206623333175)","(454.20235596548486, 241.9986450294698)","(193.9351798319256, 247.9373591633456)","(531.3651592819222, 208.6343722437795)","(427.28497626482977, 296.85862931902153)","(141.1632340147974, 396.3478123840586)","(284.0857854824864, 168.87376607228543)","(437.8138161037165, 174.35114413689723)","(399.4468409955106, 424.3690116019577)","(331.9366475601054, 367.5471029040172)","(226.23799741340827, 305.92516807433157)","(236.98193005074384, 163.7079689307501)","(455.20977058066035, 370.40923732903957)","(526.3424017472688, 415.2226424337051)","(424.763775738199, 363.52704574098163)","(374.36081609162454, 422.6355669588488)","(208.9055220313707, 122.49985836169301)"
2380.0,"(398.09854619958094, 374.1134756107912)","(553.8343004177517, 95.12278251316735)","(184.78229568559053, 158.7421373091574)","(210.59973923319885, 347.6454286324136)","(367.52723540093564, 323.6005797696208)","(157.38999721193818, 256.9411884170144)","(304.72203604158676, 285.93146400294813)","(110.63625251226362, 169.7968573481964)","(654.0340830464096, 75.21879208469788)","(369.16136273447796, 381.8948100254641)","(552.6942081509349, 404.419803146065)","(420.68495189469763, 334.7796834971637)","(305.92434178393785, 332.8111946396256)","(269.25354609873364, 329.90162494154885)","(319.6851783170574, 77.07263218893661)","(322.30627889421385, 204.51068036190983)","(225.1392265000144, 137.50737103686583)","(317.65588488775455, 237.91457399796872)","(448.67754773866926, 114.23335208548464)","(433.0077940527652, 255.43388682753525)","(132.31136079080642, 481.58079300319065)","(43.7541071352924, 341.8871170652631)","(237.6790391167735, 224.58044148295494)","(564.5002753204271, 375.5408814535577)","(458.20695605179986, 321.70592074427304)","(99.98021179755114, 83.50329634609955)","(478.20978951975087, 173.80317396175855)","(718.0401029478736, 315.2688282312805)","(646.5290644059322, 175.1823925403497)","(613.8175453790811, 163.34252280587182)","(311.9019205699253, 367.4116438294707)","(159.74690559398843, 435.76396292101737)","(381.941707214009, 77.98711736736439)","(308.8236849056318, 304.9583680032903)","(454.2684292669544, 241.75753443486036)","(193.9970449597218, 247.69513466837708)","(531.4633334855125, 208.5712003825606)","(427.47677449405575, 296.69827521316273)","(141.14741784472344, 396.35607332213834)","(284.100356555074, 168.859397241924)","(437.9631921347575, 174.15067767748212)","(399.313216870578, 424.43716285459465)","(332.1704864887097, 367.635530023552)","(226.2418074263412, 305.9255422339599)","(236.93017671711218, 163.4633844004584)","(455.0952865010171, 370.63148357874525)","(526.5815830274729, 415.29539073402844)","(424.60192529181484, 363.3365085188825)","(374.11632297537074, 422.6877504438273)","(209.13971372810175, 122.5873469277016)"
2381.0,"(398.2838278019649, 374.2813169877459)","(553.9152040155907, 94.88623524969404)","(184.76338420716257, 158.71842662261162)","(210.64174053703286, 347.55720148925155)","(367.55959922393095, 323.59257687077275)","(157.27905609442607, 257.16522428120845)","(304.51832272981807, 285.78654717642956)","(110.63265557914461, 170.0468314710014)","(653.7841305024405, 75.22366299460643)","(368.9238537616221, 381.9728451958231)","(552.4502025734538, 404.3653855187909)","(420.8765736650794, 334.61911856601193)","(306.0347200750182, 332.75213866642747)","(269.20250966009337, 330.1463600676156)","(319.7916255602698, 77.29883781312066)","(322.1847474997428, 204.40312696010028)","(225.13125722535364, 137.7572439859047)","(317.5850505406857, 237.6748189244555)","(448.92168964352055, 114.17954938763796)","(433.25512443756946, 255.4703241813439)","(132.0635930275808, 481.61412670244795)","(43.747939077251054, 342.13704096380025)","(237.75064392118963, 224.36753927554017)","(564.664680246483, 375.35254393661387)","(457.9758042813694, 321.8011513014848)","(99.75398526142372, 83.39689355312967)","(478.4192143742314, 173.93970685276216)","(718.2893283015164, 315.28849350782656)","(646.5364190839025, 175.17148057764794)","(613.5872239456912, 163.43974439463287)","(311.8924109670757, 367.42958561032333)","(159.96677109770317, 435.6449706512001)","(381.7677613801631, 78.16668030030895)","(309.02825963203503, 304.8146697732488)","(454.334502568424, 241.51642384025092)","(194.05891008751797, 247.45291017340855)","(531.5610168180849, 208.5083443806478)","(427.6685727232817, 296.53792110730393)","(141.13168075549981, 396.3642929555277)","(284.1148547722986, 168.84510025571439)","(438.11256816579856, 173.950211218067)","(399.13505137066784, 424.5280311914439)","(332.40432541731394, 367.7239571430868)","(226.2455983892095, 305.9259145227901)","(236.8784233834805, 163.21879987016672)","(454.9808024213739, 370.8537298284509)","(526.820764307677, 415.36813903435177)","(424.4400748454307, 363.1459712967834)","(373.87182985911693, 422.73993392880584)","(209.3739054248328, 122.67483549371019)"
